N,P,K,temperature,humidity,moisture,soil_type_Black,soil_type_Clayey,soil_type_Loamy,soil_type_Red,soil_type_Sandy,label
0.0,-0.034180103851006484,0.0,-1.1922546492300918,-1.126439388206307,-0.3636942010040639,0.0,0.0,0.0,0.0,1.0,Barley
0.0,-1.1921267557907258,0.0,-0.522310035655508,-0.6372537382802785,1.700556630821967,1.0,0.0,0.0,0.0,0.0,Cotton
0.0,1.371897973504367,0.0,-0.2989951644639801,-0.1480680883542501,0.6684312149089515,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-0.8612848552365203,0.0,-0.07568029327245224,0.09652473660876414,0.033277112808634365,0.0,0.0,0.0,0.0,1.0,Millets
0.0,-0.6131534298208662,0.0,0.8175791914936593,0.7080067990162997,0.7478254776714912,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,1.4546084486429185,0.0,1.0408940626851872,1.074896036460821,-0.8400597775793018,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-1.1921267557907258,0.0,-0.522310035655508,-0.6372537382802785,-0.5224827265291432,1.0,0.0,0.0,0.0,0.0,Millets
0.0,-0.778574380097969,0.0,0.5942643203021315,0.5857103865347926,-0.3636942010040639,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,0.04853037128754491,0.0,-0.9689397780385638,-0.8818465632432928,0.033277112808634365,0.0,0.0,0.0,0.0,1.0,Maize
0.0,0.7929246475345074,0.0,-0.07568029327245224,0.09652473660876414,1.5417681052968877,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,-1.1921267557907258,0.0,0.37094944911060357,0.34111756157177836,-1.0782425658669208,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,1.6200293989200212,0.0,1.487523805068243,1.3194888614238354,-0.9194540403418414,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,-0.5304429546823148,0.0,-0.9689397780385638,-0.8818465632432928,-0.6018769892916829,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,0.2966617967031991,0.0,-0.2989951644639801,-0.1480680883542501,-0.2842999382415242,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,1.7027398740585726,0.0,-0.07568029327245224,0.09652473660876414,-1.3164253541545397,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,-1.1921267557907258,0.0,0.8175791914936593,0.7080067990162997,-0.44308846376660355,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,0.8756351226730588,0.0,1.264208933876715,1.074896036460821,-0.44308846376660355,0.0,0.0,0.0,0.0,1.0,Barley
0.0,-0.034180103851006484,0.0,-0.9689397780385638,-0.8818465632432928,0.350854163858793,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-1.1921267557907258,0.0,-0.522310035655508,-0.6372537382802785,-0.6812712520542225,1.0,0.0,0.0,0.0,0.0,Millets
0.0,0.9583455978116102,0.0,-0.07568029327245224,0.09652473660876414,1.3829795797718085,0.0,0.0,1.0,0.0,0.0,Cotton
0.0,1.785450349197124,0.0,1.487523805068243,1.3194888614238354,-0.5224827265291432,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-0.6958639049594176,0.0,-1.1922546492300918,-1.126439388206307,-1.3958196169170793,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,1.4546084486429185,0.0,-0.2989951644639801,-0.1480680883542501,-0.7606655148167621,0.0,0.0,0.0,0.0,1.0,Millets
0.0,-0.5304429546823148,0.0,-0.745624906847036,-0.6372537382802785,-1.0782425658669208,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,1.0410560729501617,0.0,-0.07568029327245224,0.09652473660876414,1.1447967914841894,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.37937227184175043,0.0,0.37094944911060357,0.34111756157177836,-0.7606655148167621,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-1.1921267557907258,0.0,0.8175791914936593,0.7080067990162997,1.3035853170092688,1.0,0.0,0.0,0.0,0.0,Sugarcane
0.0,1.2891874983658158,0.0,1.0408940626851872,0.952599623979314,-0.12551141271644495,0.0,0.0,0.0,0.0,1.0,Barley
0.0,0.710214172395956,0.0,1.710838676259771,1.3194888614238354,0.350854163858793,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-0.9439953303750718,0.0,-0.9689397780385638,-0.8818465632432928,-0.9194540403418414,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,-0.11689057898955788,0.0,-0.2989951644639801,-0.1480680883542501,-0.046117149953905284,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-1.1921267557907258,0.0,-0.07568029327245224,0.09652473660876414,-1.1576368286294605,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,0.7929246475345074,0.0,0.5942643203021315,0.5857103865347926,0.5890369521464119,0.0,0.0,0.0,0.0,1.0,Maize
0.0,0.1312408464260963,0.0,0.8175791914936593,0.7080067990162997,-0.9988483031043811,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-0.44773247954376344,0.0,1.264208933876715,1.074896036460821,-0.8400597775793018,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,-1.1921267557907258,0.0,-0.522310035655508,-0.6372537382802785,-0.44308846376660355,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,1.8681608243356755,0.0,-0.07568029327245224,0.09652473660876414,0.2714599010962533,0.0,0.0,0.0,0.0,1.0,Barley
0.0,-0.36502200440521204,0.0,0.14763457791907567,0.34111756157177836,1.5417681052968877,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,0.37937227184175043,0.0,-0.745624906847036,-0.7595501507617857,-0.046117149953905284,1.0,0.0,0.0,0.0,0.0,Millets
0.0,-1.1921267557907258,0.0,0.8175791914936593,0.7080067990162997,0.8272197404340309,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-0.36502200440521204,0.0,-0.2989951644639801,-0.1480680883542501,-0.5224827265291432,0.0,0.0,0.0,0.0,1.0,Millets
0.0,-0.36502200440521204,0.0,-1.1922546492300918,-1.126439388206307,0.9860082659591102,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,1.4546084486429185,0.0,0.37094944911060357,0.34111756157177836,-0.7606655148167621,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,-1.1921267557907258,0.0,-0.522310035655508,-0.6372537382802785,-0.20490567547898458,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-0.8612848552365203,0.0,-0.07568029327245224,0.09652473660876414,0.4302484266213326,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,0.04853037128754491,0.0,0.8175791914936593,0.7080067990162997,1.6211623680594274,1.0,0.0,0.0,0.0,0.0,Cotton
0.0,-0.36502200440521204,0.0,-0.522310035655508,-0.6372537382802785,0.2714599010962533,0.0,0.0,0.0,0.0,1.0,Barley
0.0,-1.1921267557907258,0.0,-0.745624906847036,-0.7595501507617857,-0.6812712520542225,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,1.7027398740585726,0.0,1.264208933876715,1.074896036460821,1.462373842534348,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,-0.5304429546823148,0.0,0.8175791914936593,0.7080067990162997,1.0654025287216498,1.0,0.0,0.0,0.0,0.0,Sugarcane
0.0,1.123766548088713,0.0,-0.2989951644639801,-0.1480680883542501,0.9066140031965705,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,-0.28231152926666064,0.0,-1.1922546492300918,-1.126439388206307,-0.2842999382415242,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,-0.44773247954376344,0.0,-0.07568029327245224,0.09652473660876414,-0.44308846376660355,0.0,0.0,0.0,0.0,1.0,Millets
0.0,0.2966617967031991,0.0,-0.9689397780385638,-0.8818465632432928,-0.3636942010040639,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,-1.1921267557907258,0.0,0.14763457791907567,0.34111756157177836,-0.9194540403418414,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-0.034180103851006484,0.0,0.8175791914936593,0.7080067990162997,0.350854163858793,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-1.1921267557907258,0.0,-0.745624906847036,-0.7595501507617857,-0.7606655148167621,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,1.6200293989200212,0.0,0.5942643203021315,0.5857103865347926,-0.9988483031043811,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,0.2139513215646477,0.0,-0.2989951644639801,-0.1480680883542501,-0.12551141271644495,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,0.1312408464260963,0.0,-0.07568029327245224,0.09652473660876414,0.2714599010962533,0.0,0.0,0.0,0.0,1.0,Maize
0.0,-0.36502200440521204,0.0,-0.745624906847036,-0.7595501507617857,1.2241910542467291,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.04853037128754491,0.0,-0.9689397780385638,-0.8818465632432928,-0.6018769892916829,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,1.53731892378147,0.0,0.8175791914936593,0.7080067990162997,1.5417681052968877,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,0.7929246475345074,0.0,-0.522310035655508,-0.6372537382802785,-0.046117149953905284,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-1.1921267557907258,0.0,-0.07568029327245224,0.09652473660876414,-0.2842999382415242,0.0,0.0,0.0,0.0,1.0,Millets
0.0,1.2891874983658158,0.0,-0.2989951644639801,-0.1480680883542501,1.700556630821967,1.0,0.0,0.0,0.0,0.0,Cotton
0.0,-0.8612848552365203,0.0,-0.9689397780385638,-0.8818465632432928,1.2241910542467291,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.710214172395956,0.0,0.14763457791907567,0.34111756157177836,0.033277112808634365,0.0,0.0,0.0,0.0,1.0,Barley
0.0,0.9583455978116102,0.0,1.0408940626851872,0.952599623979314,-1.237031091392,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,-0.28231152926666064,0.0,-0.2989951644639801,-0.1480680883542501,-1.0782425658669208,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-1.1921267557907258,0.0,-0.745624906847036,-0.7595501507617857,-1.0782425658669208,1.0,0.0,0.0,0.0,0.0,Millets
0.0,-0.034180103851006484,0.0,1.264208933876715,1.074896036460821,0.5096426893838722,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,1.53731892378147,0.0,-0.2989951644639801,-0.1480680883542501,1.3829795797718085,0.0,0.0,1.0,0.0,0.0,Cotton
0.0,0.8756351226730588,0.0,-0.07568029327245224,0.09652473660876414,-1.3958196169170793,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,0.1312408464260963,0.0,0.8175791914936593,0.7080067990162997,0.11267137557117402,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-1.1921267557907258,0.0,1.264208933876715,1.074896036460821,-0.20490567547898458,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,0.8756351226730588,0.0,-0.522310035655508,-0.6372537382802785,-1.475213879679619,0.0,0.0,0.0,0.0,1.0,Maize
0.0,-0.034180103851006484,0.0,-1.1922546492300918,-1.126439388206307,-0.9194540403418414,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,-0.19960105412810925,0.0,-0.07568029327245224,0.09652473660876414,-1.3164253541545397,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-1.1921267557907258,0.0,1.710838676259771,1.5640816863868496,0.5890369521464119,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,1.785450349197124,0.0,1.264208933876715,0.09652473660876414,-0.046117149953905284,0.0,0.0,0.0,0.0,1.0,Millets
0.0,-0.778574380097969,0.0,-0.2989951644639801,-0.1480680883542501,1.0654025287216498,1.0,0.0,0.0,0.0,0.0,Sugarcane
0.0,-0.36502200440521204,0.0,-0.6161022815559501,-8.942925162637771e-05,-0.9774118521584955,0.0,0.0,1.0,0.0,0.0,Cotton
0.0,-0.44773247954376344,0.0,-0.6451332148108485,0.876775848240779,0.5207578861706279,1.0,0.0,0.0,0.0,0.0,Millets
0.0,0.2139513215646477,0.0,-0.689796189049154,0.5392377497918196,-0.25651194627463525,1.0,0.0,0.0,0.0,0.0,Wheat
0.0,0.710214172395956,0.0,-0.3347255438546246,-0.03677835299607903,-0.8352961218135492,0.0,1.0,0.0,0.0,0.0,Millets
0.0,-1.1921267557907258,0.0,-1.0002038600053778,-1.314775863427828,0.21191420402434857,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,-0.6958639049594176,0.0,-1.0604988752270903,0.53679182154219,0.21826574504535162,0.0,1.0,0.0,0.0,0.0,Cotton
0.0,-0.44773247954376344,0.0,-0.26103163636142,1.0981323548323072,-1.02663629507127,0.0,0.0,0.0,0.0,1.0,Oil seeds
0.0,-0.6958639049594176,0.0,1.2753746774362908,1.7585329822324463,1.1582938161538214,0.0,0.0,0.0,1.0,0.0,Millets
0.0,0.8756351226730588,0.0,-0.7992204759330023,0.612615597280724,0.7978438632118914,0.0,0.0,0.0,0.0,1.0,Ground Nuts
0.0,-1.1921267557907258,0.0,-0.5982370918606275,-0.6886182315225118,-0.2080814459894861,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,-1.1921267557907258,0.0,-0.4620150204337956,-0.7742257202595663,-0.022298871125143616,1.0,0.0,0.0,0.0,0.0,Wheat
0.0,-0.28231152926666064,0.0,1.797931476024467,1.2595636193078974,1.707702114470596,0.0,1.0,0.0,0.0,0.0,Oil seeds
0.0,1.2891874983658158,0.0,-0.3570570309737777,-0.294823783332059,0.8327773388274087,0.0,0.0,1.0,0.0,0.0,Cotton
0.0,0.710214172395956,0.0,0.06500807557821012,0.5710348170370121,-0.38671853720520033,0.0,0.0,1.0,0.0,0.0,Paddy
0.0,-0.6131534298208662,0.0,-0.9644734806147334,-0.8255902135017994,-0.9893209915728762,0.0,0.0,1.0,0.0,0.0,Barley
0.0,0.1312408464260963,0.0,0.9761327500396444,0.700669014267409,0.7176556578217259,0.0,0.0,0.0,0.0,1.0,Oil seeds
0.0,-0.9439953303750718,0.0,-1.4803308330671625,-0.9735688726044232,-1.0385454344856508,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,-1.1921267557907258,0.0,0.06500807557821012,0.2738545347069498,-1.619711437907441,1.0,0.0,0.0,0.0,0.0,Maize
0.0,-0.5304429546823148,0.0,-1.498196022762485,-0.8060227875047588,-0.9964664752215048,0.0,1.0,0.0,0.0,0.0,Sugarcane
0.0,1.0410560729501617,0.0,-0.6004702405725432,-0.13706141123091403,2.0236912802655027,0.0,1.0,0.0,0.0,0.0,Oil seeds
0.0,1.371897973504367,0.0,0.19006440344546624,0.21148336434138054,-1.0377514918580253,1.0,0.0,0.0,0.0,0.0,Paddy
0.0,-1.1921267557907258,0.0,1.5143215896112259,1.6704795652457614,0.2762235568620059,0.0,0.0,0.0,0.0,1.0,Tobacco
0.0,-0.28231152926666064,0.0,0.7103880533217266,0.15278108635025753,0.3389450244444121,1.0,0.0,0.0,0.0,0.0,Pulses
0.0,0.9583455978116102,0.0,-0.20073662113970758,0.01580910437096986,0.9471050772054656,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.710214172395956,0.0,0.6478598893880986,1.2558947269334522,1.7386658769479864,0.0,1.0,0.0,0.0,0.0,Cotton
0.0,-0.034180103851006484,0.0,-2.119011364674932,-0.7375367965151144,0.015016432373250493,0.0,0.0,1.0,0.0,0.0,Tobacco
0.0,1.371897973504367,0.0,1.804630922160213,1.8050056189754184,0.5421943371165132,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,-1.1921267557907258,0.0,-0.2900625696163192,1.4527919510286784,-1.7832636191982727,0.0,0.0,0.0,0.0,1.0,Maize
0.0,-1.1921267557907258,0.0,-1.5071286176101462,-0.41467426756393555,1.5354165642758846,0.0,0.0,0.0,1.0,0.0,Sugarcane
0.0,1.0410560729501617,0.0,1.835895004127027,1.7426344486098493,-1.029018122954146,1.0,0.0,0.0,0.0,0.0,Pulses
0.0,-0.9439953303750718,0.0,0.11860364466417725,0.5783726017859019,0.20794449088622183,0.0,0.0,0.0,0.0,1.0,Cotton
0.0,-1.1921267557907258,0.0,-1.0069033061411239,-0.991913334476649,1.2694457840213766,0.0,0.0,0.0,0.0,1.0,Maize
0.0,1.2891874983658158,0.0,0.9314697758013382,0.5759266735362722,2.097527944634665,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.46208274698030183,0.0,0.3530842594152817,0.413272444935868,-1.2544978291997586,0.0,0.0,0.0,0.0,1.0,Pulses
0.0,-0.6958639049594176,0.0,-0.4262846410431511,-0.06001467136756511,0.025337686532380284,0.0,0.0,0.0,0.0,1.0,Sugarcane
0.0,-0.44773247954376344,0.0,-0.6272680251155259,-0.5100654692995112,1.0709601271150275,0.0,0.0,0.0,0.0,1.0,Pulses
0.0,-0.11689057898955788,0.0,-1.2972126386901095,1.0015181889719176,0.38975735261243755,0.0,0.0,0.0,1.0,0.0,Paddy
0.0,1.123766548088713,0.0,0.1074379011046007,-0.8928532403666288,0.8454804208694148,0.0,0.0,0.0,1.0,0.0,Wheat
0.0,-0.28231152926666064,0.0,0.4893063308421136,0.029261709743935573,-1.8594821114503108,0.0,0.0,1.0,0.0,0.0,Cotton
0.0,1.123766548088713,0.0,-0.4843465075529479,-0.06368356374201047,-0.7519321459128828,0.0,0.0,0.0,0.0,1.0,Cotton
0.0,-1.1921267557907258,0.0,-0.24316644666609816,-0.5736596037898944,-0.17314797037396884,0.0,1.0,0.0,0.0,0.0,Paddy
0.0,-0.19960105412810925,0.0,-1.804137396294878,-0.9601162672314574,0.37943609845330717,0.0,0.0,1.0,0.0,0.0,Tobacco
0.0,-1.1921267557907258,0.0,0.09403900883310931,0.9085729154859715,1.011414430043123,0.0,0.0,0.0,1.0,0.0,Ground Nuts
0.0,0.04853037128754491,0.0,-0.5580404150461525,0.8951203101130057,-0.5312160954330225,0.0,0.0,1.0,0.0,0.0,Sugarcane
0.0,0.9583455978116102,0.0,-0.2520990415137591,0.6113926331559083,0.9026442900584437,0.0,0.0,0.0,1.0,0.0,Wheat
0.0,-0.36502200440521204,0.0,-0.9667066293266482,0.03782245861764111,-0.6217255549823177,0.0,0.0,1.0,0.0,0.0,Pulses
0.0,0.2966617967031991,0.0,-0.18733772886821617,-0.46359283255653827,0.6025339768160438,0.0,0.0,0.0,1.0,0.0,Cotton
0.0,-1.1921267557907258,0.0,0.5897980228783002,0.3435634898214089,-0.8305324660477972,0.0,0.0,0.0,1.0,0.0,Wheat
0.0,-1.1921267557907258,0.0,-1.3619739513356532,-0.020879819373482798,0.51520028777725,0.0,0.0,1.0,0.0,0.0,Barley
0.0,0.04853037128754491,0.0,0.7148543507455564,0.008471319622079155,0.6755766985575804,0.0,1.0,0.0,0.0,0.0,Wheat
0.0,-1.1921267557907258,0.0,0.9136045861060162,1.5983246818816716,1.4798405803421066,0.0,1.0,0.0,0.0,0.0,Ground Nuts
0.0,1.123766548088713,0.0,0.41337927463699337,1.1898546641934376,1.8887210335691864,0.0,0.0,0.0,0.0,1.0,Barley
0.0,1.0410560729501617,0.0,0.49377262826594326,1.498041623646835,1.870460353133802,0.0,1.0,0.0,0.0,0.0,Oil seeds
0.0,1.53731892378147,0.0,-0.43745038460272767,-0.8794006349936623,0.019780088139002488,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-1.1921267557907258,0.0,-1.102928700753481,-1.9128053204623978,-0.4025973897577085,0.0,0.0,0.0,1.0,0.0,Maize
0.0,-0.36502200440521204,0.0,0.7729162172553531,-0.8476035677484707,0.7724376991278786,0.0,1.0,0.0,0.0,0.0,Millets
0.0,0.04853037128754491,0.0,-0.43745038460272767,-1.4223967064115544,-0.6923864488409781,1.0,0.0,0.0,0.0,0.0,Paddy
0.0,-0.28231152926666064,0.0,-0.4396835333146425,0.07206545411246237,-0.6534832600873335,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,0.2139513215646477,0.0,-0.05781510357713039,1.789107085352823,-0.18743893767122596,0.0,0.0,0.0,0.0,1.0,Sugarcane
0.0,-1.1921267557907258,0.0,1.0297283191256115,0.6994460501425951,1.5123922280747482,0.0,1.0,0.0,0.0,0.0,Wheat
0.0,0.1312408464260963,0.0,1.1659503905524433,1.9162953543335894,0.6811342969509576,0.0,1.0,0.0,0.0,0.0,Cotton
0.0,-1.0267058055136231,0.0,-1.404403776862043,-0.7889012897573476,1.216251627970475,0.0,0.0,0.0,0.0,1.0,Oil seeds
0.0,-0.44773247954376344,0.0,-1.5450921457127054,-0.6800574826488063,2.072121780550653,0.0,0.0,0.0,0.0,1.0,Barley
0.0,0.9583455978116102,0.0,0.2994886903293146,0.3582390593191894,-0.08184456819704836,1.0,0.0,0.0,0.0,0.0,Sugarcane
0.0,-0.034180103851006484,0.0,0.15433402405482174,1.1971924489423282,0.4667697874921009,0.0,0.0,1.0,0.0,0.0,Maize
0.0,1.0410560729501617,0.0,0.3218201774484677,-1.8271978317253423,0.11822897396455181,0.0,0.0,1.0,0.0,0.0,Maize
0.0,-1.1921267557907258,0.0,-1.7952048014472168,0.17479444059692875,-0.22237241328674323,0.0,0.0,0.0,0.0,1.0,Ground Nuts
0.0,1.9508712994742268,0.0,-0.8818469782738678,-0.8060227875047588,-1.6919602170213524,0.0,0.0,0.0,0.0,1.0,Cotton
0.0,1.6200293989200212,0.0,-0.21860181083503022,0.6334059874025805,-1.8721851934923173,0.0,0.0,0.0,1.0,0.0,Tobacco
0.0,-0.9439953303750718,0.0,-0.8193188143402398,-1.378369997918212,-0.7543139737957592,1.0,0.0,0.0,0.0,0.0,Sugarcane
0.0,0.8756351226730588,0.0,-0.8014536246449179,-0.28626303445835344,-1.8721851934923173,0.0,1.0,0.0,0.0,0.0,Barley
0.0,-0.19960105412810925,0.0,0.06724122429012575,0.8021750366270597,-0.8511749743660574,0.0,1.0,0.0,0.0,0.0,Sugarcane
0.0,0.1312408464260963,0.0,-0.10024492910352018,-1.2988773298052316,-0.44308846376660355,0.0,1.0,0.0,0.0,0.0,Pulses
0.0,-0.11689057898955788,0.0,-0.38608796422867614,0.3680227723177098,-0.1628267162148385,0.0,0.0,1.0,0.0,0.0,Ground Nuts
0.0,-1.1921267557907258,0.0,1.5076221434754813,0.5514673910399704,0.3500602212311677,0.0,0.0,0.0,1.0,0.0,Sugarcane
0.0,-1.1921267557907258,0.0,-1.9113285344668114,-0.441579478309867,-0.7876595641560259,0.0,0.0,1.0,0.0,0.0,Maize
0.0,0.46208274698030183,0.0,0.01811195262798986,1.3647385340419935,0.9796567249381071,0.0,0.0,0.0,1.0,0.0,Wheat
0.0,-0.6131534298208662,0.0,1.1279868624498832,-0.8476035677484707,-0.048498977836781566,0.0,0.0,0.0,0.0,1.0,Pulses
0.0,-0.36502200440521204,0.0,0.0426765884590578,-0.8610561731214363,-0.13186295373744797,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,1.2064770232272644,0.0,-0.5022116972482705,-0.3168371375787302,-0.5907617925049272,0.0,0.0,1.0,0.0,0.0,Ground Nuts
0.0,0.2139513215646477,0.0,-1.6500501351727241,-0.4097824110646754,-0.9527996307021083,1.0,0.0,0.0,0.0,0.0,Paddy
0.0,1.53731892378147,0.0,0.3843483413820957,1.999456914821015,0.9645718150132242,0.0,0.0,0.0,0.0,1.0,Tobacco
0.0,-0.28231152926666064,0.0,1.8001646247363818,1.0602204669630397,1.4671374983001007,0.0,1.0,0.0,0.0,0.0,Maize
0.0,0.6275036972574046,0.0,0.7260200943051337,0.8498706374948476,2.071327837923027,0.0,0.0,0.0,0.0,1.0,Pulses
0.0,-0.6958639049594176,0.0,-0.863981788578546,0.4524072969299494,0.26113864693712296,0.0,0.0,0.0,0.0,1.0,Ground Nuts
0.0,-0.44773247954376344,0.0,0.272690905786331,-0.11749398523387332,-1.1481095170979556,0.0,0.0,1.0,0.0,0.0,Oil seeds
0.0,1.0410560729501617,0.0,-0.26996423120908175,-0.3046074963305793,1.9165090255360748,0.0,1.0,0.0,0.0,0.0,Ground Nuts
0.0,-1.1921267557907258,0.0,-1.5607241866961123,0.09407880835913361,1.6076653433897954,1.0,0.0,0.0,0.0,0.0,Oil seeds
0.0,0.04853037128754491,0.0,-0.8014536246449179,-0.1358384471060992,-0.34225775005817793,0.0,1.0,0.0,0.0,0.0,Maize
0.0,-1.1921267557907258,0.0,0.01811195262798986,-1.278086939683376,-0.10328101914293375,0.0,0.0,0.0,1.0,0.0,Millets
0.0,-0.9439953303750718,0.0,-1.2145861363492447,-1.0016970474751694,-0.9273934666180955,0.0,0.0,1.0,0.0,0.0,Ground Nuts
0.0,-1.1921267557907258,0.0,-0.6763972967776626,-0.23367557709130543,-1.6808450202345966,0.0,0.0,1.0,0.0,0.0,Wheat
0.0,-0.8612848552365203,0.0,0.2592920135148396,1.8942820000869192,-1.6141538395140633,0.0,1.0,0.0,0.0,0.0,Ground Nuts
0.0,0.5447932221188533,0.0,-0.6049365379963736,1.227766552062705,-0.19061470818172746,0.0,0.0,1.0,0.0,0.0,Millets
0.0,-1.1921267557907258,0.0,-1.730443488801674,-1.6523139618767873,-0.8297385234201714,1.0,0.0,0.0,0.0,0.0,Maize
0.0,1.7027398740585726,0.0,1.2575094877409692,0.10875437785691502,-1.3323042067070476,1.0,0.0,0.0,0.0,0.0,Tobacco
